Serial number,Time (UTC),Datum ID,Session ID,Data format version,Firmware version,App version,Timezone offset (mins),Date local (yyyy/MM/dd),Time local (hh:mm:ss),GPS lat (ddmm.mmmmm),GPS long (dddmm.mmmmm),GPS speed (km/h),GPS sat count,Timebase (s),Status,Battery remaining (%),Accel X,Accel Y,Accel Z,Tape position,Flow setpoint (mL/min),Flow total (mL/min),Flow1 (mL/min),Flow2 (mL/min),Sample temp (C),Sample RH (%),Sample dewpoint (C),Internal pressure (Pa),Internal temp (C),Optical config,UV Sen1,UV Sen2,UV Ref,UV ATN1,UV ATN2,UV K,Blue Sen1,Blue Sen2,Blue Ref,Blue ATN1,Blue ATN2,Blue K,Green Sen1,Green Sen2,Green Ref,Green ATN1,Green ATN2,Green K,Red Sen1,Red Sen2,Red Ref,Red ATN1,Red ATN2,Red K,IR Sen1,IR Sen2,IR Ref,IR ATN1,IR ATN2,IR K,UV BC1,UV BC2,UV BCc,Blue BC1,Blue BC2,Blue BCc,Green BC1,Green BC2,Green BCc,Red BC1,Red BC2,Red BCc,IR BC1,IR BC2,IR BCc,Readable status
MA350-0238,2022-04-12T10:29:01Z,26176,12,1,1.1,1.4,0,2022-04-12,10:29:01 AM,0,0,0,0,60,64,100,-25742,-100,-1846,3,100,99.96,55.42,44.54,36.15,24.8,12.85,76276,36.56,DUALSPOT-UV-BLUE-GREEN-RED-IR,882097,723788,931364,5.727387,4.478584,0.031307,886269,896505,839555,4.340458,3.470814,0.041831,873638,901824,854086,3.721279,2.956802,0.060853,876798,895987,910028,2.980416,2.339805,0,724268,821189,943851,2.180147,1.663695,0,3865,4049,4710,3628,3789,4433,3562,3776,4605,3299,3190,3299,3600,3594,3600,NA
MA350-0238,2022-04-12T10:30:01Z,26177,12,1,1.1,1.4,0,2022-04-12,10:30:01 AM,0,0,0,0,60,64,100,-25742,-92,-1907,3,100,99.68,55.3,44.38,36.18,24.6,12.76,76276,36.63,DUALSPOT-UV-BLUE-GREEN-RED-IR,882232,724021,932166,5.796422,4.533876,-0.001578,886207,896547,839934,4.392612,3.511304,-0.044192,874871,903174,855654,3.764993,2.990377,-0.070006,876005,895230,909523,3.01566,2.367572,-0.030766,723865,820778,943584,2.20412,1.682864,0,3666,3658,3632,3495,3381,2927,3281,3140,2596,3196,3138,2925,3027,3016,3027,NA
MA350-0238,2022-04-12T10:31:01Z,26178,12,1,1.1,1.4,0,2022-04-12,10:31:01 AM,0,0,0,0,60,64,100,-25760,-57,-1882,3,100,99.96,55.58,44.39,36.22,24.4,12.66,76276,36.63,DUALSPOT-UV-BLUE-GREEN-RED-IR,882904,724640,933431,5.855296,4.582044,0.017278,879530,889835,833943,4.434812,3.546351,0.037478,875477,903889,856555,3.801143,3.01953,0.011941,868784,887902,902301,3.044688,2.390792,0.002458,724405,821462,944473,2.228239,1.699118,0,3110,3187,3461,2814,2926,3375,2700,2726,2828,2620,2624,2639,3031,2557,3031,NA
MA350-0238,2022-04-12T10:32:01Z,26179,12,1,1.1,1.4,0,2022-04-12,10:32:01 AM,0,0,0,0,60,64,100,-25751,-103,-1855,3,100,100.12,55.46,44.66,36.24,24.1,12.53,76272,36.63,DUALSPOT-UV-BLUE-GREEN-RED-IR,882742,724573,933830,5.916323,4.635378,0.047715,878861,889230,833695,4.480833,3.585666,0.052056,875347,903781,856756,3.839379,3.051931,0.052847,868099,887261,901885,3.076213,2.415956,-0.013966,724440,821523,944717,2.250373,1.716925,0,3231,3507,4503,3076,3262,4011,2862,3011,3590,2851,2826,2734,2787,2784,2787,NA
MA350-0238,2022-04-12T10:33:01Z,26180,12,1,1.1,1.4,0,2022-04-12,10:33:01 AM,0,0,0,0,60,64,100,-25724,-108,-1870,3,100,99.78,55.45,44.33,36.26,24,12.44,76272,36.69,DUALSPOT-UV-BLUE-GREEN-RED-IR,881640,723940,934101,6.063238,4.748514,-0.033797,878449,889089,834359,4.59646,3.674191,-0.058414,874180,902832,856549,3.940606,3.12844,-0.091726,870167,889586,904793,3.157401,2.476899,-0.125593,724493,821721,945425,2.311594,1.761611,0,7781,7494,6458,7729,7401,6093,7578,7163,5566,7345,6895,5259,7712,7040,7712,NA
MA350-0238,2022-04-12T10:34:01Z,26181,12,1,1.1,1.4,0,2022-04-12,10:34:01 AM,0,0,0,0,60,72,100,-25751,-97,-1845,3,100,99.68,53.36,46.32,36.29,23.8,12.34,76268,36.69,DUALSPOT-UV-BLUE-GREEN-RED-IR,873615,717506,926563,6.175179,4.834877,-0.17064,877651,888431,834269,4.683769,3.74214,-0.226896,874215,903009,857172,4.016369,3.186864,-0.293719,752603,769473,782986,3.220248,2.524838,-0.398636,723934,821177,945057,2.357244,1.794271,0,6161,5475,3000,6065,5437,2940,5894,5235,2704,5908,5191,2587,5975,4924,5975,NA
MA350-0238,2022-04-12T10:35:01Z,26182,12,1,1.1,1.4,0,2022-04-12,10:35:01 AM,0,0,0,0,60,64,100,-25735,-82,-1875,3,100,99.87,55.43,44.44,36.31,23.6,12.25,76268,36.69,DUALSPOT-UV-BLUE-GREEN-RED-IR,875338,719075,929387,6.27436,4.917343,0.023342,879929,890864,837115,4.760313,3.805566,0.030105,875594,904537,859130,4.082417,3.241175,0.027152,870268,889895,905931,3.273642,2.568261,0.019155,724657,822091,946421,2.396297,1.824826,0,5254,5449,6156,5118,5290,5974,4946,5073,5562,4832,4901,5155,4921,4802,4921,NA
MA350-0238,2022-04-12T10:36:01Z,26183,12,1,1.1,1.4,0,2022-04-12,10:36:01 AM,0,0,0,0,60,64,100,-25748,-103,-1851,3,100,99.92,55.45,44.47,36.33,23.4,12.17,76268,36.75,DUALSPOT-UV-BLUE-GREEN-RED-IR,874966,718888,929856,6.37174,4.995363,-0.000792,879046,890081,836847,4.835033,3.865696,0.003363,875270,904290,859303,4.146707,3.29218,-0.013427,871273,890997,907417,3.324978,2.608839,-0.02174,719653,816480,940202,2.43287,1.852798,0,5157,5151,5131,4994,5011,5077,4812,4760,4559,4644,4576,4331,4606,4393,4606,NA
MA350-0238,2022-04-12T10:37:01Z,26184,12,1,1.1,1.4,0,2022-04-12,10:37:01 AM,0,0,0,0,60,64,100,-25733,-96,-1918,3,100,100.08,55.34,44.74,36.36,23.2,12.06,76264,36.75,DUALSPOT-UV-BLUE-GREEN-RED-IR,873874,718121,929694,6.479029,5.07946,-0.025439,878812,889991,837327,4.91882,3.93213,-0.021688,874183,903314,858876,4.218983,3.34909,-0.034435,871623,891460,908304,3.383222,2.654157,-0.062649,719777,816707,940769,2.475288,1.884843,0,5694,5520,4888,5612,5503,5071,5421,5280,4734,5280,5081,4356,5354,5002,5354,NA
MA350-0238,2022-04-12T10:38:01Z,26185,12,1,1.1,1.4,0,2022-04-12,10:38:01 AM,0,0,0,0,60,64,100,-25746,-85,-1882,3,100,99.72,55.37,44.34,36.38,23,11.94,76260,36.75,DUALSPOT-UV-BLUE-GREEN-RED-IR,873953,718337,930606,6.570885,5.152803,-0.002144,878922,890233,838018,4.987723,3.987605,0.005153,875329,904642,860560,4.279155,3.395796,-0.040926,871022,890974,908145,3.432751,2.692084,-0.0743,719592,816563,940891,2.512594,1.913313,0,4871,4857,4804,4612,4636,4734,4510,4372,3838,4487,4290,3575,4705,4484,4705,NA
MA350-0238,2022-04-12T10:39:01Z,26186,12,1,1.1,1.4,0,2022-04-12,10:39:01 AM,0,0,0,0,60,64,100,-25755,-100,-1903,3,100,100.04,55.41,44.63,36.4,22.8,11.8,76260,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,873377,718204,932144,6.7819,5.319782,-0.013203,878491,890145,839146,5.155099,4.120362,-0.016132,867014,896338,853709,4.42295,3.510368,-0.01267,870276,890457,908515,3.548951,2.782501,-0.052834,719011,816078,940982,2.595298,1.974867,0,11184,10986,10265,11197,11024,10337,10773,10655,10201,10520,10161,8859,10426,9632,10426,NA
MA350-0238,2022-04-12T10:40:01Z,26187,12,1,1.1,1.4,0,2022-04-12,10:40:01 AM,0,0,0,0,60,64,100,-25740,-107,-1885,3,100,100.15,55.44,44.71,36.42,22.6,11.66,76256,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,870296,716211,932006,7.11708,5.583387,-0.018207,875905,888017,838907,5.423791,4.331959,-0.024275,864817,894518,853563,4.658347,3.694898,-0.033445,862109,882457,901735,3.742615,2.93416,-0.041227,718393,815658,941503,2.735883,2.082652,0,17754,17315,15717,17963,17543,15873,17625,17133,15249,17522,17016,15180,17711,16839,17711,NA
MA350-0238,2022-04-12T10:41:01Z,26188,12,1,1.1,1.4,0,2022-04-12,10:41:01 AM,0,0,0,0,60,64,100,-25707,-117,-1875,3,100,99.79,55.3,44.49,36.43,22.3,11.53,76248,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,867400,714281,931598,7.414708,5.816372,-0.019257,874308,886812,839320,5.65927,4.518295,-0.015616,864031,894095,854503,4.865807,3.857828,-0.026633,861057,881725,902163,3.913562,3.06584,-0.062348,718036,815494,942157,2.859052,2.175182,0,15805,15380,13830,15783,15525,14501,15573,15202,13786,15506,14847,12465,15556,14527,15556,NA
MA350-0238,2022-04-12T10:42:01Z,26189,12,1,1.1,1.4,0,2022-04-12,10:42:01 AM,0,0,0,0,60,64,100,-25746,-89,-1875,3,100,99.82,55.76,44.06,36.43,22.1,11.39,76248,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,865618,713024,931117,7.583434,5.948131,-0.007649,872387,885137,838524,5.793232,4.621494,-0.024527,861181,891352,852575,4.981279,3.94634,-0.033901,866276,887254,908428,4.009395,3.138506,-0.057138,716216,813563,940351,2.929082,2.226108,0,8886,8781,8399,8905,8681,7797,8596,8338,7354,8621,8272,7014,8772,8072,8772,NA
MA350-0238,2022-04-12T10:43:01Z,26190,12,1,1.1,1.4,0,2022-04-12,10:43:01 AM,0,0,0,0,60,64,100,-25742,-85,-1875,3,100,99.68,55.28,44.4,36.44,21.9,11.26,76244,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,866589,713976,933040,7.674551,6.022518,0.009247,873627,886514,840284,5.861235,4.676283,0.002587,863268,893626,855154,5.040544,3.994411,0.00902,866526,887600,909131,4.056695,3.176274,-0.006803,716732,814237,941377,2.964655,2.253145,0,4840,4920,5210,4559,4573,4629,4450,4494,4662,4292,4267,4176,4494,4253,4494,NA
MA350-0238,2022-04-12T10:44:01Z,26191,12,1,1.1,1.4,0,2022-04-12,10:44:01 AM,0,0,0,0,60,64,100,-25762,-124,-1889,3,100,100,55.46,44.54,36.44,21.8,11.15,76244,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,865861,713448,932761,7.732127,6.066456,-0.038979,872773,885739,839806,5.906779,4.712785,-0.001821,863690,894138,855885,5.079925,4.025656,-0.012286,860318,881299,902853,4.087616,3.200599,-0.025632,717416,815042,942479,2.985897,2.270043,0,3049,2896,2342,3044,3037,3011,2947,2911,2774,2797,2739,2531,2675,2649,2675,NA
MA350-0238,2022-04-12T10:45:01Z,26192,12,1,1.1,1.4,0,2022-04-12,10:45:01 AM,0,0,0,0,60,64,100,-25735,-128,-1800,3,100,100.22,55.3,44.92,36.44,21.6,11.03,76240,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,865349,713112,932724,7.786616,6.111114,0.005126,872578,885583,839952,5.946869,4.745716,0.008841,861341,891724,853861,5.113077,4.052926,0.011193,858632,879618,901348,4.115405,3.223207,0.001665,716502,814025,941474,3.006038,2.285456,-0.106084,2893,2919,3013,2687,2717,2836,2488,2519,2639,2520,2524,2538,2543,2396,1928,NA
MA350-0238,2022-04-12T10:46:01Z,26193,12,1,1.1,1.4,0,2022-04-12,10:46:01 AM,0,0,0,0,60,64,100,-25735,-96,-1864,3,100,99.93,55.4,44.53,36.44,21.5,10.92,76236,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,863464,711662,931450,7.86898,6.177294,-0.000253,870936,884008,838889,6.007368,4.795147,0.012538,859796,890237,852756,5.165082,4.095286,0.011707,864853,886066,908262,4.157234,3.25689,0.001944,715358,812787,940237,3.035104,2.308288,-0.034652,4366,4364,4357,4047,4114,4377,3896,3948,4147,3787,3794,3818,3664,3581,3316,NA
MA350-0238,2022-04-12T10:47:01Z,26194,12,1,1.1,1.4,0,2022-04-12,10:47:01 AM,0,0,0,0,60,64,100,-25748,-102,-1851,3,100,99.97,55.34,44.63,36.43,21.3,10.8,76240,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,864445,712533,933122,7.936215,6.233412,0.017584,872069,885256,840428,6.059796,4.838097,0.01191,860965,891532,854333,5.211383,4.131485,-0.033408,865698,886988,909480,4.193094,3.285634,-0.007056,715798,813351,941037,3.060611,2.328422,-0.032046,3568,3692,4147,3511,3566,3785,3473,3366,2958,3250,3230,3157,3219,3150,2932,NA
MA350-0238,2022-04-12T10:48:01Z,26195,12,1,1.1,1.4,0,2022-04-12,10:48:01 AM,0,0,0,0,60,64,100,-25736,-111,-1905,3,100,100.03,55.39,44.64,36.42,21.2,10.73,76236,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,860953,709915,930922,8.089159,6.353925,-0.014402,868594,881982,838238,6.180972,4.93421,-0.013877,858958,889665,853324,5.316108,4.215205,-0.007712,856749,878018,900942,4.278955,3.352589,-0.041284,715138,812697,940837,3.12224,2.375716,-0.080228,8109,7928,7263,8109,7980,7469,7849,7785,7540,7776,7523,6609,7772,7399,6215,NA
MA350-0238,2022-04-12T10:49:01Z,26196,12,1,1.1,1.4,0,2022-04-12,10:49:01 AM,0,0,0,0,60,64,100,-25733,-96,-1866,3,100,100.42,54.97,45.45,36.42,21.1,10.65,76236,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,857695,707844,930976,8.470714,6.649511,-0.048918,865720,879623,837990,6.485826,5.170632,-0.067859,855704,886787,852309,5.580628,4.420472,-0.07511,861473,883294,907862,4.496397,3.520736,-0.094424,713328,810985,939959,3.27905,2.495152,-0.149795,20384,19100,14412,20555,19281,14273,19975,18748,14075,19842,18559,13928,19924,18355,13361,NA
MA350-0238,2022-04-12T10:50:01Z,26197,12,1,1.1,1.4,0,2022-04-12,10:50:01 AM,0,0,0,0,60,64,100,-25762,-100,-1866,3,100,99.99,55.45,44.54,36.41,21,10.58,76244,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,855929,706668,931174,8.701974,6.839996,0.012249,864992,879160,838748,6.667519,5.321336,0.020907,853776,885047,851725,5.738365,4.551113,0.022821,859822,881803,907308,4.626254,3.626462,0.012879,712658,810335,939910,3.371255,2.570472,0.019872,12247,12560,13708,12144,12542,14112,11808,12176,13587,11747,11908,12491,11614,11812,12447,NA
MA350-0238,2022-04-12T10:51:01Z,26198,12,1,1.1,1.4,0,2022-04-12,10:51:01 AM,0,0,0,0,60,64,100,-25748,-92,-1888,3,100,100.21,55.38,44.83,36.4,21,10.54,76244,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,854711,705876,931410,8.875237,6.981903,0.005856,864079,878403,838979,6.804038,5.435431,0.020363,853921,885385,852837,5.857312,4.649133,0.013643,859090,881167,907335,4.722395,3.706558,0.025219,712661,810464,940529,3.440448,2.626045,-0.010053,9188,9295,9692,9137,9433,10607,8916,9075,9690,8708,8962,9886,8727,8658,8435,NA
MA350-0238,2022-04-12T10:52:01Z,26199,12,1,1.1,1.4,0,2022-04-12,10:52:01 AM,0,0,0,0,60,64,100,-25747,-121,-1860,3,100,100.11,55.48,44.64,36.4,21,10.54,76240,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,854855,706158,932677,8.99707,7.081543,0.007977,863526,878072,839248,6.897277,5.511725,0.011305,855110,886745,854767,5.938512,4.715169,0.008369,861172,883461,910179,4.789647,3.760223,-0.008304,713525,811485,942077,3.486618,2.662778,-0.01422,6449,6555,6948,6229,6335,6756,6075,6141,6393,6081,6031,5848,5812,5747,5538,NA
MA350-0238,2022-04-12T10:53:01Z,26200,12,1,1.1,1.4,0,2022-04-12,10:53:01 AM,0,0,0,0,60,64,100,-25744,-81,-1850,3,100,100.01,55.37,44.63,36.39,21,10.53,76244,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,853656,705320,932617,9.132502,7.192497,0.007826,862716,877378,839369,7.006991,5.601371,0.009085,853967,885721,854397,6.032285,4.79157,0.008224,859199,881527,908753,4.866022,3.82188,0.001423,712263,810165,940942,3.542366,2.706379,-0.040712,7183,7300,7735,7344,7444,7843,7030,7105,7397,6919,6929,6967,7032,6823,6145,NA
MA350-0238,2022-04-12T10:54:01Z,26201,12,1,1.1,1.4,0,2022-04-12,10:54:01 AM,0,0,0,0,60,64,100,-25740,-108,-1883,3,100,100.08,55.52,44.55,36.39,21,10.53,76244,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,851985,704213,932422,9.290664,7.31677,-0.011709,862294,877228,840110,7.133753,5.699683,-0.028045,851557,883454,853017,6.144275,4.877825,-0.039444,858614,881143,909074,4.958167,3.892221,-0.059078,711533,809453,940660,3.607645,2.755736,-0.089784,8365,8191,7544,8462,8178,7051,8372,8036,6739,8325,7919,6438,8212,7737,6202,NA
MA350-0238,2022-04-12T10:55:01Z,26202,12,1,1.1,1.4,0,2022-04-12,10:55:01 AM,0,0,0,0,60,64,100,-25778,-102,-1905,3,100,100.15,55.41,44.73,36.39,21,10.56,76244,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,850326,703273,933560,9.623198,7.585325,0.000222,860010,875315,840135,7.4116,5.925668,0.004908,851609,883923,855095,6.39058,5.077517,0.003254,857293,880112,909435,5.164471,4.058261,-0.002729,711558,809742,942020,3.757486,2.873213,-0.037063,17623,17631,17660,18584,18725,19286,18450,18531,18842,18675,18619,18415,18886,18343,16578,NA
MA350-0238,2022-04-12T10:56:01Z,26203,12,1,1.1,1.4,0,2022-04-12,10:56:01 AM,0,0,0,0,60,64,100,-25764,-107,-1896,3,100,100.11,55.41,44.71,36.4,21.1,10.6,76240,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,848703,702034,932626,9.717439,7.661491,0.000786,858792,874222,839552,7.485843,5.985916,0.0037,849266,881584,853251,6.454622,5.128414,-0.012266,849990,872732,902179,5.217306,4.100741,-0.003255,711112,809330,941818,3.795898,2.902907,-0.057202,4995,5003,5033,4966,4995,5108,4798,4725,4446,4783,4766,4703,4842,4639,3978,NA
MA350-0238,2022-04-12T10:57:01Z,26204,12,1,1.1,1.4,0,2022-04-12,10:57:01 AM,0,0,0,0,60,64,100,-25729,-85,-1903,3,100,99.9,55.44,44.45,36.4,21.1,10.6,76244,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,848670,702132,933647,9.828852,7.757845,0.027635,858294,873815,839821,7.573373,6.062055,0.039395,850507,882984,855194,6.531111,5.196339,0.052789,856456,879439,909617,5.278613,4.154533,0.058131,710568,808746,941498,3.841241,2.941825,0.060203,5901,6365,8102,5851,6348,8340,5726,6342,8740,5547,6069,8002,5712,6114,7430,NA
MA350-0238,2022-04-12T10:58:01Z,26205,12,1,1.1,1.4,0,2022-04-12,10:58:01 AM,0,0,0,0,60,64,100,-25753,-92,-1885,3,100,100.24,55.07,45.17,36.42,21.1,10.62,76240,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,848731,702313,934750,9.940351,7.851009,0.00819,858988,874608,841193,7.660342,6.134916,0.012633,849984,882509,855277,6.607321,5.259723,0.009664,856355,879408,910065,5.341325,4.207083,0.017252,710474,808719,941796,3.886001,2.978832,0.008451,5946,6057,6473,5854,5978,6481,5745,5824,6136,5712,5835,6292,5677,5722,5870,NA
MA350-0238,2022-04-12T10:59:01Z,26206,12,1,1.1,1.4,0,2022-04-12,10:59:01 AM,0,0,0,0,60,64,100,-25748,-114,-1929,3,100,99.9,55.44,44.45,36.43,21,10.6,76240,36.81,DUALSPOT-UV-BLUE-GREEN-RED-IR,847847,701724,934684,10.037533,7.928779,-0.000936,849607,865238,832655,7.736814,6.19734,0.010742,849207,881829,855101,6.673651,5.314714,0.021417,849543,872529,903332,5.396015,4.250602,-0.006891,710749,809098,942572,3.925392,3.009571,-0.033023,5147,5137,5099,5112,5204,5576,4966,5135,5794,4948,4910,4770,4962,4829,4393,NA
MA350-0238,2022-04-12T11:00:01Z,26207,12,1,1.1,1.4,0,2022-04-12,11:00:01 AM,0,0,0,0,60,64,100,-25751,-125,-1855,3,100,100.21,55.33,44.88,36.45,21,10.58,76240,36.88,DUALSPOT-UV-BLUE-GREEN-RED-IR,839211,694886,927125,10.232783,8.083318,-0.012821,849091,865016,833584,7.895137,6.321884,-0.022739,849346,882280,856533,6.812297,5.421454,-0.048886,849537,872777,904453,5.511145,4.339066,-0.059983,710654,809178,943287,4.011583,3.074515,-0.109304,10364,10111,9162,10606,10285,8992,10402,9871,7803,10438,9887,7845,10881,10106,7564,NA
MA350-0238,2022-04-12T11:01:01Z,26208,12,1,1.1,1.4,0,2022-04-12,11:01:01 AM,0,0,0,0,60,64,100,-25755,-77,-1892,3,100,99.72,55.08,44.65,36.47,20.9,10.58,76232,36.88,DUALSPOT-UV-BLUE-GREEN-RED-IR,837078,693449,926952,10.473544,8.274133,-0.011352,847912,864116,834023,8.091038,6.479574,-0.004522,846744,879874,855352,6.985191,5.558855,-0.015245,847510,870930,903534,5.654108,4.451424,-0.029594,709364,807885,942551,4.117038,3.154753,-0.086521,12838,12551,11473,13184,13091,12719,13031,12775,11777,13021,12624,11154,13374,12552,9861,NA
MA350-0238,2022-04-12T11:02:01Z,26209,12,1,1.1,1.4,0,2022-04-12,11:02:01 AM,0,0,0,0,60,64,100,-25748,-92,-1903,3,100,99.98,55.13,44.85,36.49,20.9,10.54,76228,36.88,DUALSPOT-UV-BLUE-GREEN-RED-IR,836705,693361,927992,10.639806,8.40823,-0.003972,847207,863594,834324,8.223522,6.583447,-0.026924,845566,878864,855064,7.101617,5.650509,-0.026375,846419,870023,903224,5.75137,4.52487,-0.088058,708578,807146,942153,4.187324,3.207073,-0.135926,8856,8780,8497,8906,8584,7292,8765,8483,7383,8849,8214,5874,8904,8148,5674,NA
MA350-0238,2022-04-12T11:03:01Z,26210,12,1,1.1,1.4,0,2022-04-12,11:03:01 AM,0,0,0,0,60,64,100,-25747,-113,-1876,3,100,99.89,55.17,44.72,36.53,20.8,10.51,76220,36.94,DUALSPOT-UV-BLUE-GREEN-RED-IR,836276,693145,928490,10.743956,8.493113,0.002359,846316,862828,834160,8.30434,6.650753,0.014568,846251,879655,856353,7.171991,5.708397,0.00942,847290,871026,904704,5.809225,4.571721,-0.000786,709171,807887,943354,4.230129,3.241153,-0.019447,5543,5574,5688,5429,5578,6177,5295,5373,5678,5260,5255,5236,5419,5322,5007,NA
MA350-0238,2022-04-12T11:04:01Z,26211,12,1,1.1,1.4,0,2022-04-12,11:04:01 AM,0,0,0,0,60,64,100,-25728,-92,-1867,3,100,100.03,55.32,44.71,36.55,20.7,10.44,76224,36.94,DUALSPOT-UV-BLUE-GREEN-RED-IR,835520,692684,929000,10.89141,8.612871,0.002103,846971,863677,835793,8.421267,6.747604,0.013207,846194,879750,857192,7.27453,5.793596,0.016656,848445,872305,906672,5.893567,4.641104,0.013149,708932,807732,943623,4.294571,3.290774,-0.059028,7828,7866,8011,7834,8029,8815,7694,7910,8755,7648,7784,8290,8136,7752,6491,NA
MA350-0238,2022-04-12T11:05:01Z,26212,12,1,1.1,1.4,0,2022-04-12,11:05:01 AM,0,0,0,0,60,64,100,-25762,-100,-1902,3,100,99.99,55.05,44.94,36.58,20.6,10.41,76220,37,DUALSPOT-UV-BLUE-GREEN-RED-IR,834889,692464,930389,11.111034,8.791357,-0.002042,846647,863652,837003,8.597762,6.890309,-0.005971,845731,879561,858098,7.42822,5.91659,-0.014544,847600,871668,906908,6.020547,4.742267,-0.021406,708847,807817,944396,4.386545,3.362297,-0.058309,11717,11662,11457,11884,11769,11304,11589,11360,10459,11571,11291,10250,11670,11115,9293,NA
MA350-0238,2022-04-12T11:06:01Z,26213,12,1,1.1,1.4,0,2022-04-12,11:06:01 AM,0,0,0,0,60,64,100,-25782,-82,-1928,3,100,100.23,55.32,44.92,36.61,20.5,10.35,76216,37,DUALSPOT-UV-BLUE-GREEN-RED-IR,833974,691953,931131,11.297401,8.941179,-0.004429,846288,863525,837862,8.744413,7.008887,-0.002473,845233,879227,858670,7.555904,6.019056,-0.008055,847149,871375,907390,6.124256,4.825247,-0.012062,708721,807803,944949,4.461244,3.420063,-0.057461,9894,9795,9422,9826,9785,9618,9581,9469,9031,9404,9267,8757,9432,8982,7507,NA
MA350-0238,2022-04-12T11:07:01Z,26214,12,1,1.1,1.4,0,2022-04-12,11:07:01 AM,0,0,0,0,60,64,100,-25741,-86,-1858,3,100,99.92,55.15,44.77,36.68,20.3,10.31,76212,37,DUALSPOT-UV-BLUE-GREEN-RED-IR,834237,692279,932363,11.407967,9.034153,0.012832,845663,862969,837866,8.830584,7.081324,0.017152,845906,880057,859928,7.631094,6.081171,0.010368,848577,872940,909428,6.184383,4.875059,0.014176,709170,808353,945889,4.506836,3.456239,-0.023928,5888,6098,6898,5792,5996,6825,5660,5758,6146,5469,5580,5995,5774,5643,5212,NA
MA350-0238,2022-04-12T11:08:01Z,26215,12,1,1.1,1.4,0,2022-04-12,11:08:01 AM,0,0,0,0,60,64,100,-25757,-117,-1860,3,100,100.13,55.21,44.93,36.68,20.2,10.22,76204,37,DUALSPOT-UV-BLUE-GREEN-RED-IR,832817,691212,931780,11.509373,9.118919,0.010065,845749,863190,838675,8.908755,7.145697,0.006388,837716,871666,852228,7.696967,6.135566,0.008799,841034,865296,901856,6.238923,4.918037,-0.028182,708691,807901,945672,4.544691,3.487392,0.010175,5394,5541,6101,5248,5311,5565,4953,5026,5312,4955,4798,4214,4789,4843,5021,NA
MA350-0238,2022-04-12T11:09:01Z,26216,12,1,1.1,1.4,0,2022-04-12,11:09:01 AM,0,0,0,0,60,64,100,-25729,-81,-1911,3,100,100.11,55.44,44.67,36.68,20.1,10.1,76196,37.06,DUALSPOT-UV-BLUE-GREEN-RED-IR,832438,691151,933128,11.698208,9.273188,0.005375,845194,862888,839423,9.060366,7.268257,0.0018,838421,872587,854057,7.828285,6.241275,-0.000592,847060,871684,909260,6.346276,5.00365,-0.008005,708545,807865,946218,4.622421,3.547104,-0.054197,10002,10141,10673,10136,10169,10304,9832,9823,9786,9713,9613,9243,9792,9336,7830,NA
MA350-0238,2022-04-12T11:10:01Z,26217,12,1,1.1,1.4,0,2022-04-12,11:10:01 AM,0,0,0,0,60,64,100,-25770,-122,-1907,3,100,99.76,55.13,44.62,36.69,19.9,10.03,76196,37.06,DUALSPOT-UV-BLUE-GREEN-RED-IR,825429,685572,926943,11.878326,9.42178,0.007192,837895,855642,833334,9.201605,7.385433,0.012253,838925,873360,855660,7.952274,6.343109,0.008576,840364,864962,903014,6.44716,5.085205,-0.000849,703753,802506,940502,4.697326,3.606191,-0.026058,9594,9779,10490,9495,9733,10702,9335,9473,10018,9179,9168,9129,9489,9249,8454,NA
MA350-0238,2022-04-12T11:11:01Z,26218,12,1,1.1,1.4,0,2022-04-12,11:11:01 AM,0,0,0,0,60,64,100,-25759,-100,-1911,3,100,100,55.38,44.62,36.69,19.8,9.91,76188,37.06,DUALSPOT-UV-BLUE-GREEN-RED-IR,823059,683803,925745,12.04083,9.549492,-0.011206,843320,861418,839783,9.327978,7.485998,-0.007152,837731,872295,855360,8.060752,6.428254,-0.018142,839660,864405,903092,6.534798,5.154522,-0.014557,703208,802025,940377,4.759233,3.652823,-0.081755,8617,8405,7593,8458,8354,7929,8131,7921,7094,7938,7792,7249,7808,7299,5621,NA
